Region,Area,Year,Month,Dwelling_Type,kwh_per_acc
Central Region,Rochor,2017,7,Private Apartments and Condominiums,586.0
Central Region,Rochor,2017,8,1-room / 2-room,188.8
Central Region,Rochor,2017,8,5-room and Executive,448.3
Central Region,Rochor,2017,8,Landed Properties,1193.6
Central Region,Rochor,2017,8,Private Apartments and Condominiums,586.5
Central Region,Rochor,2017,9,1-room / 2-room,224.8
Central Region,Rochor,2017,9,5-room and Executive,518.6
Central Region,Rochor,2017,9,Landed Properties,1243.1
Central Region,Rochor,2017,9,Private Apartments and Condominiums,584.2
Central Region,Rochor,2017,10,1-room / 2-room,200.9
Central Region,Rochor,2017,10,5-room and Executive,504.5
Central Region,Rochor,2017,10,Landed Properties,1127.3
Central Region,Rochor,2017,10,Private Apartments and Condominiums,580.8
Central Region,Rochor,2017,11,1-room / 2-room,201.0
Central Region,Rochor,2017,11,5-room and Executive,506.9
Central Region,Rochor,2017,11,Landed Properties,1065.6
Central Region,Rochor,2017,11,Private Apartments and Condominiums,570.2
Central Region,Rochor,2017,12,1-room / 2-room,188.8
Central Region,Rochor,2017,12,5-room and Executive,432.8
Central Region,Rochor,2017,12,Landed Properties,1139.6
Central Region,Rochor,2017,12,Private Apartments and Condominiums,564.6
Central Region,Rochor,2018,1,1-room / 2-room,219.0
Central Region,Rochor,2018,1,3-room,286.7
Central Region,Rochor,2018,1,4-room,382.7
Central Region,Rochor,2018,1,5-room and Executive,476.9
Central Region,Rochor,2018,1,Landed Properties,1057.0
Central Region,Rochor,2018,1,Private Apartments and Condominiums,464.2
Central Region,Rochor,2018,2,1-room / 2-room,135.8
Central Region,Rochor,2018,2,3-room,223.7
Central Region,Rochor,2018,2,4-room,292.1
Central Region,Rochor,2018,2,5-room and Executive,341.1
Central Region,Rochor,2018,2,Landed Properties,892.9
Central Region,Rochor,2018,2,Private Apartments and Condominiums,442.5
Central Region,Rochor,2018,3,1-room / 2-room,181.0
Central Region,Rochor,2018,3,3-room,253.5
Central Region,Rochor,2018,3,4-room,319.6
Central Region,Rochor,2018,3,5-room and Executive,379.0
Central Region,Rochor,2018,3,Landed Properties,1001.7
Central Region,Rochor,2018,3,Private Apartments and Condominiums,529.7
Central Region,Rochor,2018,4,1-room / 2-room,209.2
Central Region,Rochor,2018,4,3-room,293.1
Central Region,Rochor,2018,4,4-room,368.9
Central Region,Rochor,2018,4,5-room and Executive,458.5
Central Region,Rochor,2018,4,Landed Properties,1032.4
Central Region,Rochor,2018,4,Private Apartments and Condominiums,561.3
Central Region,Rochor,2018,5,1-room / 2-room,189.8
Central Region,Rochor,2018,5,3-room,291.7
Central Region,Rochor,2018,5,4-room,367.1
Central Region,Rochor,2018,5,5-room and Executive,444.5
Central Region,Rochor,2018,5,Landed Properties,1100.4
Central Region,Rochor,2018,5,Private Apartments and Condominiums,584.3
Central Region,Rochor,2018,6,1-room / 2-room,232.2
Central Region,Rochor,2018,6,3-room,346.6
Central Region,Rochor,2018,6,4-room,437.4
Central Region,Rochor,2018,6,5-room and Executive,577.7
Central Region,Rochor,2018,6,Landed Properties,1147.8
Central Region,Rochor,2018,6,Private Apartments and Condominiums,552.4
Central Region,Rochor,2018,7,1-room / 2-room,196.8
Central Region,Rochor,2018,7,3-room,295.3
Central Region,Rochor,2018,7,4-room,374.7
Central Region,Rochor,2018,7,5-room and Executive,494.3
Central Region,Rochor,2018,7,Landed Properties,1052.8
Central Region,Rochor,2018,7,Private Apartments and Condominiums,473.6
Central Region,Rochor,2018,8,1-room / 2-room,188.6
Central Region,Rochor,2018,8,3-room,268.4
Central Region,Rochor,2018,8,4-room,363.3
Central Region,Rochor,2018,8,5-room and Executive,486.4
Central Region,Rochor,2018,8,Landed Properties,1026.5
Central Region,Rochor,2018,8,Private Apartments and Condominiums,515.4
Central Region,Rochor,2018,9,1-room / 2-room,219.2
Central Region,Rochor,2018,9,3-room,302.1
Central Region,Rochor,2018,9,4-room,386.8
Central Region,Rochor,2018,9,5-room and Executive,502.0
Central Region,Rochor,2018,9,Landed Properties,1137.5
Central Region,Rochor,2018,9,Private Apartments and Condominiums,546.4
Central Region,Rochor,2018,10,1-room / 2-room,197.9
Central Region,Rochor,2018,10,3-room,294.3
Central Region,Rochor,2018,10,4-room,362.9
Central Region,Rochor,2018,10,5-room and Executive,466.8
Central Region,Rochor,2018,10,Landed Properties,1254.6
Central Region,Rochor,2018,10,Private Apartments and Condominiums,564.7
Central Region,Rochor,2018,11,1-room / 2-room,204.6
Central Region,Rochor,2018,11,3-room,283.0
Central Region,Rochor,2018,11,4-room,372.0
Central Region,Rochor,2018,11,5-room and Executive,487.3
Central Region,Rochor,2018,11,Landed Properties,1133.2
Central Region,Rochor,2018,11,Private Apartments and Condominiums,549.1
Central Region,Rochor,2018,12,1-room / 2-room,158.6
Central Region,Rochor,2018,12,3-room,251.6
Central Region,Rochor,2018,12,4-room,310.7
Central Region,Rochor,2018,12,5-room and Executive,387.8
Central Region,Rochor,2018,12,Landed Properties,983.8
Central Region,Rochor,2018,12,Private Apartments and Condominiums,489.6
Central Region,Rochor,2019,1,1-room / 2-room,176.5
Central Region,Rochor,2019,1,3-room,264.3
Central Region,Rochor,2019,1,4-room,336.6
Central Region,Rochor,2019,1,5-room and Executive,440.3
Central Region,Rochor,2019,1,Landed Properties,978.7
Central Region,Rochor,2019,1,Private Apartments and Condominiums,507.6
Central Region,Rochor,2019,2,1-room / 2-room,192.9
Central Region,Rochor,2019,2,3-room,278.9
Central Region,Rochor,2019,2,4-room,366.9
Central Region,Rochor,2019,2,5-room and Executive,490.0
Central Region,Rochor,2019,2,Landed Properties,1026.9
Central Region,Rochor,2019,2,Private Apartments and Condominiums,500.8
Central Region,Rochor,2019,3,1-room / 2-room,169.7
Central Region,Rochor,2019,3,3-room,256.9
Central Region,Rochor,2019,3,4-room,329.2
Central Region,Rochor,2019,3,5-room and Executive,434.8
Central Region,Rochor,2019,3,Landed Properties,1054.8
Central Region,Rochor,2019,3,Private Apartments and Condominiums,541.5
Central Region,Rochor,2019,4,1-room / 2-room,204.2
Central Region,Rochor,2019,4,3-room,293.1
Central Region,Rochor,2019,4,4-room,369.1
Central Region,Rochor,2019,4,5-room and Executive,494.1
Central Region,Rochor,2019,4,Landed Properties,1123.5
Central Region,Rochor,2019,4,Private Apartments and Condominiums,580.5
Central Region,Rochor,2019,5,1-room / 2-room,189.4
Central Region,Rochor,2019,5,3-room,281.6
Central Region,Rochor,2019,5,4-room,360.1
Central Region,Rochor,2019,5,5-room and Executive,472.6
Central Region,Rochor,2019,5,Landed Properties,1190.4
Central Region,Rochor,2019,5,Private Apartments and Condominiums,582.0
Central Region,Rochor,2019,6,1-room / 2-room,207.6
Central Region,Rochor,2019,6,3-room,286.1
Central Region,Rochor,2019,6,4-room,359.0
Central Region,Rochor,2019,6,5-room and Executive,434.9
Central Region,Rochor,2019,6,Landed Properties,1126.5
Central Region,Rochor,2019,6,Private Apartments and Condominiums,540.6
Central Region,Rochor,2019,7,1-room / 2-room,189.3
Central Region,Rochor,2019,7,3-room,280.3
Central Region,Rochor,2019,7,4-room,353.2
Central Region,Rochor,2019,7,5-room and Executive,439.4
Central Region,Rochor,2019,7,Landed Properties,1015.6
Central Region,Rochor,2019,7,Private Apartments and Condominiums,513.7
Central Region,Rochor,2019,8,1-room / 2-room,190.7
Central Region,Rochor,2019,8,3-room,288.8
Central Region,Rochor,2019,8,4-room,357.9
Central Region,Rochor,2019,8,5-room and Executive,462.6
Central Region,Rochor,2019,8,Landed Properties,1140.2
Central Region,Rochor,2019,8,Private Apartments and Condominiums,590.0
Central Region,Rochor,2019,9,1-room / 2-room,212.4
Central Region,Rochor,2019,9,3-room,295.6
Central Region,Rochor,2019,9,4-room,381.7
Central Region,Rochor,2019,9,5-room and Executive,475.3
Central Region,Rochor,2019,9,Landed Properties,1023.3
Central Region,Rochor,2019,9,Private Apartments and Condominiums,576.3
Central Region,Rochor,2019,10,1-room / 2-room,180.8
Central Region,Rochor,2019,10,3-room,272.6
Central Region,Rochor,2019,10,4-room,348.2
Central Region,Rochor,2019,10,5-room and Executive,473.9
Central Region,Rochor,2019,10,Landed Properties,1056.8
Central Region,Rochor,2019,10,Private Apartments and Condominiums,589.4
Central Region,Rochor,2019,11,1-room / 2-room,203.0
Central Region,Rochor,2019,11,3-room,295.7
Central Region,Rochor,2019,11,4-room,361.0
Central Region,Rochor,2019,11,5-room and Executive,480.3
Central Region,Rochor,2019,11,Landed Properties,1021.2
Central Region,Rochor,2019,11,Private Apartments and Condominiums,555.2
Central Region,Rochor,2019,12,1-room / 2-room,186.3
Central Region,Rochor,2019,12,3-room,282.5
Central Region,Rochor,2019,12,4-room,350.8
Central Region,Rochor,2019,12,5-room and Executive,439.2
Central Region,Rochor,2019,12,Landed Properties,1042.0
Central Region,Rochor,2019,12,Private Apartments and Condominiums,556.9
Central Region,Rochor,2020,1,1-room / 2-room,196.0
Central Region,Rochor,2020,1,3-room,272.5
Central Region,Rochor,2020,1,4-room,350.2
Central Region,Rochor,2020,1,5-room and Executive,445.0
Central Region,Rochor,2020,1,Landed Properties,860.6
Central Region,Rochor,2020,1,Private Apartments and Condominiums,443.2
Central Region,Rochor,2020,2,1-room / 2-room,170.7
Central Region,Rochor,2020,2,3-room,255.0
Central Region,Rochor,2020,2,4-room,312.8
Central Region,Rochor,2020,2,5-room and Executive,376.4
Central Region,Rochor,2020,2,Landed Properties,960.7
Central Region,Rochor,2020,2,Private Apartments and Condominiums,480.8
Central Region,Rochor,2020,3,1-room / 2-room,166.8
Central Region,Rochor,2020,3,3-room,253.8
Central Region,Rochor,2020,3,4-room,310.5
Central Region,Rochor,2020,3,5-room and Executive,386.7
Central Region,Rochor,2020,3,Landed Properties,867.9
Central Region,Rochor,2020,3,Private Apartments and Condominiums,546.0
Central Region,Rochor,2020,4,1-room / 2-room,170.2
Central Region,Rochor,2020,4,3-room,275.8
Central Region,Rochor,2020,4,4-room,337.6
Central Region,Rochor,2020,4,5-room and Executive,426.9
Central Region,Rochor,2020,4,Landed Properties,1000.5
Central Region,Rochor,2020,4,Private Apartments and Condominiums,572.1
Central Region,Rochor,2020,5,1-room / 2-room,193.7
Central Region,Rochor,2020,5,3-room,307.6
Central Region,Rochor,2020,5,4-room,354.0
Central Region,Rochor,2020,5,5-room and Executive,432.4
Central Region,Rochor,2020,5,Landed Properties,1000.7
Central Region,Rochor,2020,5,Private Apartments and Condominiums,564.7
Central Region,Rochor,2020,6,1-room / 2-room,311.6
Central Region,Rochor,2020,6,3-room,459.9
Central Region,Rochor,2020,6,4-room,608.3
Central Region,Rochor,2020,6,5-room and Executive,871.0
Central Region,Rochor,2020,6,Landed Properties,1103.9
Central Region,Rochor,2020,6,Private Apartments and Condominiums,683.1
Central Region,Rochor,2020,7,1-room / 2-room,216.5
Central Region,Rochor,2020,7,3-room,334.4
Central Region,Rochor,2020,7,4-room,403.0
Central Region,Rochor,2020,7,5-room and Executive,528.5
Central Region,Rochor,2020,7,Landed Properties,959.7
Central Region,Rochor,2020,7,Private Apartments and Condominiums,740.9
Central Region,Rochor,2020,8,1-room / 2-room,236.8
Central Region,Rochor,2020,8,3-room,312.9
Central Region,Rochor,2020,8,4-room,392.8
Central Region,Rochor,2020,8,5-room and Executive,494.3
Central Region,Rochor,2020,8,Landed Properties,980.7
Central Region,Rochor,2020,8,Private Apartments and Condominiums,575.1
Central Region,Rochor,2020,9,1-room / 2-room,218.9
Central Region,Rochor,2020,9,3-room,302.8
Central Region,Rochor,2020,9,4-room,375.7
Central Region,Rochor,2020,9,5-room and Executive,487.8
Central Region,Rochor,2020,9,Landed Properties,895.7
Central Region,Rochor,2020,9,Private Apartments and Condominiums,463.3
Central Region,Rochor,2020,10,1-room / 2-room,179.5
Central Region,Rochor,2020,10,3-room,262.9
Central Region,Rochor,2020,10,4-room,336.7
Central Region,Rochor,2020,10,5-room and Executive,446.6
Central Region,Rochor,2020,10,Landed Properties,954.6
Central Region,Rochor,2020,10,Private Apartments and Condominiums,542.9
Central Region,Rochor,2020,11,1-room / 2-room,213.0
Central Region,Rochor,2020,11,3-room,295.1
Central Region,Rochor,2020,11,4-room,371.0
Central Region,Rochor,2020,11,5-room and Executive,484.8
Central Region,Rochor,2020,11,Landed Properties,890.8
Central Region,Rochor,2020,11,Private Apartments and Condominiums,506.7
Central Region,Rochor,2020,12,1-room / 2-room,207.9
Central Region,Rochor,2020,12,3-room,293.5
Central Region,Rochor,2020,12,4-room,354.3
Central Region,Rochor,2020,12,5-room and Executive,451.6
Central Region,Rochor,2020,12,Landed Properties,930.1
Central Region,Rochor,2020,12,Private Apartments and Condominiums,529.5
Central Region,Rochor,2021,1,1-room / 2-room,209.2
Central Region,Rochor,2021,1,3-room,292.6
Central Region,Rochor,2021,1,4-room,370.6
Central Region,Rochor,2021,1,5-room and Executive,483.8
Central Region,Rochor,2021,1,Landed Properties,840.6
Central Region,Rochor,2021,1,Private Apartments and Condominiums,457.5
Central Region,Rochor,2021,2,1-room / 2-room,159.0
Central Region,Rochor,2021,2,3-room,221.2
Central Region,Rochor,2021,2,4-room,282.3
Central Region,Rochor,2021,2,5-room and Executive,345.1
Central Region,Rochor,2021,2,Landed Properties,812.8
Central Region,Rochor,2021,2,Private Apartments and Condominiums,477.9
Central Region,Rochor,2021,3,1-room / 2-room,182.0
Central Region,Rochor,2021,3,3-room,254.5
Central Region,Rochor,2021,3,4-room,320.1
Central Region,Rochor,2021,3,5-room and Executive,387.9
Central Region,Rochor,2021,3,Landed Properties,940.9
Central Region,Rochor,2021,3,Private Apartments and Condominiums,523.3
Central Region,Rochor,2021,4,1-room / 2-room,226.9
Central Region,Rochor,2021,4,3-room,310.9
Central Region,Rochor,2021,4,4-room,396.9
Central Region,Rochor,2021,4,5-room and Executive,503.0
Central Region,Rochor,2021,4,Landed Properties,825.1
Central Region,Rochor,2021,4,Private Apartments and Condominiums,514.7
Central Region,Rochor,2021,5,1-room / 2-room,222.8
Central Region,Rochor,2021,5,3-room,300.4
Central Region,Rochor,2021,5,4-room,373.9
Central Region,Rochor,2021,5,5-room and Executive,472.7
Central Region,Rochor,2021,5,Landed Properties,1011.7
Central Region,Rochor,2021,5,Private Apartments and Condominiums,577.6
